id	document	label
21982	회식했는데 맛도 좋고 푸짐해서 넘 좋았어용~~^^	1
21983	양도많고 맛도 아주 딱이네요!	1
21984	배달이 조금느린거빼고는 양념많이달라니까 주시네요 잘먹었어요ㅎㅎ	0
21985	가격대비양은좀 아쉽지만 맛은있어요~	0
21986	스쿨푸드는 역시 신대방점 !	0
21987	전체적으로 다 괜찮고 맛있었습니다	0
21988	생각보다 양이 많아서 놀랐습니다. 맛있게 잘 먹었어요, 주먹밥도 맛있었어요.	1
21989	푸짐하게 잘 먹었습니다 배달도 30분만에 신속~	0
21990	늘 먹던거지만 맛있어요 ㅎㅎ 치즈볼 최고 ㅎ	0
21991	맛있게 잘먹어습니다	1
21992	맛있게  잘 먹었습니다	0
21993	닭도리탕 정말 맛있어요!	0
21994	오랜만에 시켜도 변함없이 맛있습니다~~	0
21995	너무맛나요 다음에 또 배달할게요	0
21996	좋아요 음 ㅋㅋㅋㅋㅋㅋ	0
21997	확실히 존맛탱~~~ 정갈하고 차원이 다른 한끼였음	0
21998	넘 맛있어욤^~^*	0
21999	양도 푸짐하고 맛있어요!! 다음에 또 시켜먹을게요ㅎㅎ	1
22000	언제먹어도 맛있어요!	0
22001	오랜만에 시켯는데 역시 맛잇습니다,피자중에 최고!	1
22002	간편한 한끼 맛있어요^^	0
22003	맛있얺고..믿고 먹는 동해루네요	0
22004	항상 애용하는 인정국물	0
22005	음식도 맛있고 배달도 빨랐어요	1
22006	오늘은 배달이 좀 늦었음 리뷰 작성하란 메세지가 먼저 옴 배달이 많았는지 좀 식어서 옴 맛을 선택할 수 있었으면 좋겠음 얼큰을 시킨 것도 아닌데 갠적으로 좀 매웠음	0
22007	여기는  단골  차주시켜 먹습니다  맛보장  합니다 ㅎ	0
22008	보통맛 했는데 생각보다 안매워요 담엔 매운맛먹어여겠어요 엽떡보다 낫네요	0
22009	배달이 생각보다 더 빨리왔어요~~	0
22010	맛있어요! 요즘 시켜 먹는 곳~	1
22011	양도 많고 배달도 빨랐어요!!	0
22012	55분뒤에 도착이라고 했는데.?   1시. 5분걸림.    대체로 맛은 있었음!!^^	0
22013	맛있게 잘 먹었어요	0
22014	순살 시키고 요청사항에 얼큰하게 부탁드린다고 썼는데 얼큰한 맛으로 해주셨어요!! 배달도 20분? 만에 왔고 양도 많고 콜라도 2개나 주셨어욤 맛있게 잘 먹었습니당 :-)	0
22015	콩나물국밥이 맑은건줄 알았는데 빨갛더라구요 ㅠㅠ 참치김밥은 맛있었구요 다른 메뉴는 무난했어요	0
22016	맛있게 잘먹었어요~  배달도 빨랐구요	0
22017	맛있게 잘 먹었습니다	0
22018	맛도 좋고 배달도 빠르고 오자마자 다 먹어 사진을 못찍었어요	0
22019	양파를좋아해서 남겼는데 세심하게챙겨주시고 맛도최강입니다^^	0
22020	닭에서 냄새나고 살이 뻑뻑하네요 양념은 맛잇습니다.	0
22021	후기보고 시켰는데 별점이 왜 높은지 모르겠네요 손님이랑 같이먹으려고 주문했는데.. 민망했습니다	0
22022	집에서 용인터미널점이 가깝긴한데 영업종료되서 역북점으로 시켰더만 배달원이 다음에는 터미널로 시키라고 그러더라고요 ;; 그래서 터미널이 영업종료되서 여기로 시킨거라말했더니 알겠다하고 갔네요 배달원 바꾸셔야할듯	0
22023	좋은데 짬뽕국물 안옴	0
22024	버터비빔밥은 예상외로 싱거워서 조금 아쉽 나머진 다 평범	0
22025	정말 맛있구,배달도 완전 빨라요^^	0
22026	치짜 진짜 맛있다~	0
22027	맛 최고 배달 최고입니다 세스코 가입장? 이라 믿음도 가구요 막국수도 넘 맛나요 저번에 리뷰 이벤트를 몰라 못 받았다 했는데 2배로 주신건가요? 족발 야들야들 최고입니다! 강추합니다!	1
22028	맛잇게 잘먹었습니다~ 부대국밥 조금만더진하면 좋을거같아요	0
22029	전체적으로 만족입니다	0
22030	맛도 오래된 기름을 쓰시는지... 맛이 변한듯 하네요. 그리고 치킨도 두마리 시켰는데 닭다리가 3개인건 왜죠? 배송도 느리고... 암튼 그렇네요	1
22031	첫주문인데 오우 연어 질도 좋고 양이 엄청 많네요👍👍👍👍 백프로 재주문 의사 았습니다 ㅎㅎ 한가지 아쉬운건 ㅠ 전에 말씀드렸던대로 양파+소스추가는 2000이나 하는데 양파를 안먹너서.... 그냥 소스 추가만 있었으면 좋겠어요 어쨋든 고민하시눈 분들은 고민 말고 꼭 드셔보세요👍❤️❤️❤️❤️	0
22032	맛은 있는데 다음 날 탈이 났네요. 주의바랍니다..	0
22033	너무맛있게잘먹었습니다  구성이너무좋아요  배달도빠르고 맛있는족발맛있게잘먹었습니다	1
22034	양도 많고 맛있습니다.	1
22035	맛나게 잘 먹었어요 ~ ~ ~	0
22036	너무 맛이써용 ㅠㅜㅜ 진짜 감동입니다...항상 고맙습니다	1
22037	요즘 자주 주문합니다.	0
22038	사진은 못찍엇네요 늦게 리뷰써서 죄송~ㅜ 예전에 오전에 땡겨서 시켯는데 상태안좋은거 줘서 실망해서 안시켜먹으려다 여기가 맛잇어서 항상 시키는데라 또 시켯네요 여전히 맛잇네요~양은 늘 아쉽지만 ..맛잇어요~또시킬께요 담엔 아침에 아점식으로 시켜도 품질안좋은거 주심 앙대요~~^^	1
22039	몇번을 시켜먹던 항상 만족합니다♥	0
22040	벌써 세번째 주문입니다. 너무 만족스러운 점심이었습니다~	0
22041	맛잇습니다 잘먹었습니다	0
22042	계란말이랑 새우도 시켜봤는데 계란말이에 잘게 버섯이 들어가있어서 맛있어요.	0
22043	제기준에는 전체적으로 조금짠거같아요, 돈까스는 맛있었어용ㅎㅎㅎ	0
22044	양도 푸짐하고 맛있어요	0
22045	늘 맛있게 먹는 치킨집	1
22046	제가 태어나서 먹은 족발/보쌈 중에 최악이었어요. 양도 이건 2인분이 아니고.... 차라리 편의점 족발/보쌈이 낫겠네요.	1
22047	생각보다 양도 괜찮고 맛있네요	0
22048	언제 먹어도 또 시켜먹고 싶은 곳이에요~ 맛 배달 서비스 모두 만점이에요~	0
22049	배달 시간은 30분 이라 하시구선 1시간 10분만에 왔고 이건 둘째고 피자는 차거운 상태로  다 굳어서 왔어요 전화는 4번 했는데 출발 했다고 거짓말 쭉...하시고 ㅠㅠ 너무 하신거 아닌가요?	0
22050	양도 많고 맛있습니다. 굿~~	1
22051	다른지점보다 맛있어요!!	0
22052	배달은 늦었지만 맛있게 먹었어요	0
22053	역시나 이전 주문도 맛있고 빠르게 배달되었습니다. 매번 만족하는 파파이스 신대방점이네요^^	1
22054	너무 맛있게 잘먹었습니다 백김치도 많이주고 감사합니다	1
22055	잘 먹었습니다. 맛있어요~	1
22056	진짜ㅠ진짜ㅠㅠ 너무 존맛탱이잖아요 사장님!!  너무 급하게 먹느라 앙~ 배불띠네요^^*  족발 보쌈은 재용이네만 시켜먹어욯ㅎㅎㅎ😍	1
22057	Twas delicious 존맛탱	0
22058	맛있게먹었습니다  감사합니다	0
22059	맛있어요냠냠냠냠냠냠	1
22060	맛나게  잘 먹었습니다~~~ 양도 푸짐. 찌개가 약간 싱거웠으나.소주와 잘 먹었습니다.ㅎㅎ	1
22061	양도많고제입맛에쏙~좋아여~	0
22062	덕분에 잘 먹고갑니다	0
22063	굿이에요 굿 굿 굿	0
22064	양이 푸짐하네요 맛도 괜챃은데 삼겹살팽이버섯말이는 먹는것마다 오돌뼈가 씹혀서 먹기 불편했어요 어떤양꼬치는 숯불에 구어서 인지  검은색 숯불이 묻어서 먹지도 못하고 양꼬치에서느 양꼬치 냄새 아닌 다른냄새도 납니다 신경써주셧으면 좋겠어요	0
22065	핫크리스피치킨 설명은 바삭하게라고 써있는데 1도 안바삭하고 눅눅하네여.. 오리지널은 짜고..  치킨은 대체적으로 맛 진짜 없어요  실망이 너무 크네여.. 돈이 아깝다...	0
22066	대창구이 덮밥 맛있는데요 고기가 너무 질겨요ㅜㅜ	0
22067	맛잇고 군내없습니다 양도괜찮고요	1
22068	오늘은 반반으로 매운양념족발도 시켜봤어요 정말 매운데 맛있었어요 일반 족발도 여전히 촉촉하니 맛있구요! 이벤트로 준 막국수까지 하니까 둘이서 넉넉하게 먹었네요 여자분들끼리 먹으면 세분도 먹겠어요ㅎㅎ	1
22069	떡볶이 넘 맛있어요! 최애에요~~ 여기 점은 김말이서비스도 매번(?) 주셔서 잘 먹고 있습니다~^^	0
22070	배달빠르구 맛있어요 ㅎ	0
22071	감자튀김 오바조금 보태서 냉동으로 그냥온줄	1
22072	🍕🍕🍕🍕🍕🍕🍕🍕	0
22073	맛있습니다 감사합니다	0
22074	항상찾는 맛집이여 사비스 콜라좀 주세요 ㅎㅎㅎ	1
22075	김밥이 너무 맛있어요	0
22076	음... 맛도좋고 배달도 롤한판하는 도중 빠르게왔구요 양은... 성인남자둘이서 순삭하고 배잡고 누워있네요ㅎㅎ 맛있게잘먹었습니다ㅎ	1
22077	짜응짜응짜응짜응짜응	0
22078	마리에 기름기가 좀 많긴 하지만 맛있어요. 배달도 빠르고 좋아요	0
22079	전반적으로 다괜찮았습니다. 혼술러로 시켜서 아주만족습럽습니다.  살착단점을적자면, 부추는 씹기에 너무질겨 씹다가 뱉고 남겼네요 양꼬치도 질긴부분이있어  a급은 아닌것같습니다. 그냥 싸게 먹기 좋습니다	0
22080	1시간이나 걸려요 ㅠㅠ	0
22081	배달 정확히 1시간40정도걸림 날이 날인지라 인내심으로 기다림 콜라는 원래 안주는건가요?ㅋ 대신 먹지도 않는 무가 2개? 치킨은 미지근 전부터 좋은평만 남겼는데 이건아님 비닐도 모자라 치킨박스에 겉면까지 물들어졌었어요	1
22082	가격대가 있기는 하지만 정말 실패없는 맛이네요 ㅎ 맛있어요ㅎ 2일전에 시켜먹고 또 생각나서 시켰어요 ㅎ 배달도 나름 빠르고 좋았어요	0
22083	강남에있을때부터 시켜먹은 음식 역시 맛은 여전히 좋네요...다만 떡볶이가 양념이 짜긴해요...개인적인 생각입니다...	0
22084	빠르고 좋아요!!!	0
22085	오늘도 맛있게 잘 먹었어요~~^^ 양 푸짐하고 맛있었네요	0
22086	음식 깔끔하게오고 맛있습니다!	1
22087	이번에도  맛잇게  잘먹엇습니다    배달도  빠르고...	0
22088	계란이 상한건지 어쩐건지..  문드러지고 맛도 이상해요ㅜ 확인해보셔야할거같아요...	0
22089	맛있어요~~~~~~~	0
22090	치즈볼 처음 시켜봤는데 맛있네요! 피자도 맛있어요ㅎㅎ 근데 피자가 2쪽이 엄청 크더라구요 다른 조각이랑 비겨했을 때 2배만 해서 안 잘린 것 같았지만 2명이서 먹는 거라 반 접어서 잘 먹었습니당ㅋㅋㅋㅋㅋ 치즈볼때문에 앞으로 피자 먹을 때 주로 피자헛에서 주문할 것 같아요^^	0
22091	배송도적당하고 맛잇엇어요	0
22092	맛이가 좋읍니다,,, 양이도 많읍디다,,, 25분만에 오네요,,,, 앞프로 자주 시켜 먹겠  읍니다,,, 장사,,,번창 하십시오,,,,	1
22093	맛없어서 다신 안시켜 먹을래요	0
22094	배달 빠르고 떡 쫄깃하고 적당히 매워서 맛있어요	0
22095	괜찮아요 맛도 괜찮고 배달도 괜찮은데 떡볶이가 너무 매워요	1
22096	파파이스 처음인데 양도 많고 마시써용~~~또 시켜먹을게요	1
22097	존맛그자체 또먹었으요	0
22098	양이 엄청 많아요 진짜 뚜껑 뚫릴 정도로 담아주심	0
22099	먹다가 생각나서 나중에 찍었네용;;;떡볶이 떡은 다 먹어서 없는거니 오해없으시길..ㅠㅠ 점심시간이라서 배달은 좀 늦게 느껴졌는데 배달원이 친절했음~! 맛은 매운거 못드시는 분 괜찮을 것같음 (전 참고로 매운맛 못 먹어서;;) 요새 매운것만 파는곳이 많아서 좀 두려웠는데 맛도 괜찮고 안매웠음~! 아 특히 감동이었던 부분...튀김이 안 눅눅함~!! 난 좀 기다려서 눅눅해졌겠거니 했는데 바삭해서 기분이 너무 좋았음~!!!! 추천이용~	0
22100	맛있고 빨리왔어요~ 양도 괜찮아요~^^	0
22101	맛이 괜찮습니다으아	1
22102	보쌈도 먹어봤는데 족발도 맛나요	1
22103	맛도 양도 배달 소요 시간도 다 최고입니다.또 주문할께요	0
22104	냠냠냠냠냠냠냠냠냠냠	0
22105	양도푸짐하고 넘~맛있어요. 서비스도많이많이 주셨어요.	1
22106	배달도 빠르고 양도 많고 맛있었다. 3명이서 닭볶음탕 중,밥 2공기 먹었는데 배부르게 먹었음.	0
22107	음식도 맛나고 배달해주시는 분 친절하시고 최고최고예요!	0
22108	배달도 엄청 빠르고 맛도 좋아요	0
22109	맛있게 잘 먹었습니다	0
22110	볶음밥먹더가 계란껍데기 십어쓔ㅠ	0
22111	신속한 배달로 뜨겁게 먹으니 맛이 배가됨. 마약옥수수도 진미 :)	1
22112	맛있고 배달도 빨라요	0
22113	진짜 매콤하면서도 딱 제스타일이엿어요!!	0
22114	그냥 먹을만 하세용~^^	0
22115	여전히 맛잇어요 ㅎㅎ	0
22116	항상 시켜 먹습니다	0
22117	항상 맛있게 먹어요 ㅎㅎㅎ 배달도 빠르규 ㅎㅎ	0
22118	배달도 빨리오고 맛있어요^^	0
22119	맛있습니다~~^^ 잘먹었어요옹	1
22120	맛이 점점 너무 맛이 없어져가는 것 같네요.	0
22121	여긴 항상 배달 빠르고 맛있습니다	0
22122	사진은 없지만 계란찜도 맛있었 고기도 부드럽고 냄새 없었어용 쟁반국수가 양이 무지 많고 맛나네여ㅎㅎ 여름에 시원하면 완전 맛있을 것 같아여^^	1
22123	맛있어요 또 시켜먹을꺼에요	0
22124	맛있게 잘먹었어요 ㅎㅎㅎㅎ 채소위주로 시키니 혼자서도 다먹겠네요 ㅎㅎ 또 시켜먹을게영	0
22125	맛있고 친절하고 좋아요 닭이 신선했어요	1
22126	절면도..떡뽁이도 무난하게 맛있습니다.	0
22127	자꾸생각나는맛이에요 그래서 자꾸 주문하게되요	1
22128	세번째 주문입니다. 할머니 4분이 드셨는데 남을정도로 양도 충분하고 맛있어요 주먹밥도 너무 맛있었어요 !	1
22129	탕수육이 소스가 전보다 적어진거 같아요. 그리고 튀김이 너무 딱딱합니다 요즘 찹쌀탕수육처럼 말랑말랑은 아니더라도.... 좀... 많이 딱딱해요.... 이번 고기는 냄새도 좀...나요... 주방장님이 바뀌신건지.. 전에 시킬땐 안 그랬는데... 바쁘셔서 그러신거라 믿겠습니다~~ 담에 시킬땐 잘 부탁드려요...	0
22130	왜 별점 마이너스 없죠? 절대 시키지마세요 맛도없고 배달 1시간이상걸림 절대절대 비추	0
22131	맛있게 먹었어요 양도 좋고 배달도 좋았어요	0
22132	저번에 먹고 또 시켜먹네요 맛있음 여기	1
22133	잘 먹었습니다~~~~~	0
22134	김밥이 너무 맛있었어요 대패삼겹살김밥? 다음에 돈까스김밥도 먹고싶어요  우동은 약간 짜고, 카레는 약간 싱거웠는데 ㅋㅋㅋ 맛있어요^^  둘다 양이 많게 주셔서 배부르게 잘먹었어요.	0
22135	맛있게 먹었어요 굿굿	0
22136	맞있어요조긍만더 두툼한 피자가더 좋을것같아요	0
22137	햄이 별로 없었지만 맛있었어요 배달도 빠르고	0
22138	비오는데 안전하게 배달 잘 왔어요	0
22139	역시 후라이드 넘 맛있는데 양이 좀 적어요ㅜㅜ	0
22140	맛있고 다양한 찬거리가 깔끔하게 포장되어 있어서 좋아요	1
22141	배달 항상 빨라서 좋아요 고구마치즈스틱 개존맛 ㅠ	0
22142	고기 예전에 많았는데 고기양 줄었네요 아쉬워요 맛나는데	0
22143	양념만두는 기대가 커서 실망했지만 바삭하고 맛있었음. 속은 당면으로만 채워져있음. 쫄면은 얼음사리?같이 보이는거랑 같이왔는데 시원하고 덜 뿔고 시간지나면서 녹으니까 양념이랑 잘 비벼지고 맛있었음. 면도 쫄면의 면빨이라 굳. 볶음밥도 베이컨 넉넉해서 굳.	0
22144	맛있었어요  다만 조금 아쉬운부분은 짬뽕이 매운맛보다 뭐라그럴까.. 단맛이 더 강했어요 개인적으로 제 입맛에는 좀 아쉬웠어요	0
22145	ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ	0
22146	배달은 딱맞게 한시간 걸렸고 양은 엄청 많았습니다. 맛도 괜찮았는데 매콤한 맛은 아예 없는 달기만 한 간장양념이라 많이는 못 먹겠더라고요. 그리고 당면이 너무 많이 불어있었고 국물이 너무 적었습니다. 그래도 두번에 나눠서 먹을만큼 양이 많아 좋았습니다. 콜라 500ml인것도 굿	0
22147	배달 너무 빨라요!	1
22148	다 맛있게 잘먹었슴ㅂ니나	0
22149	완자쌀국수는 처음 도전인데 맛있어요! 완자도 쫄깃하고, 면도 얇은면으로 생각한거랑 다르게 두꺼운데, 흐물거리지 않고 쫠깃해서 괜찮았어요! 마라면보다 더 맛있네요!	0
22150	배달 정말 빠르고 너무 맛이습니당♥	1
22151	애들이잘먹네요감사합니다	0
22152	콜라 환타 김이 다 빠져서 왔네요	0
22153	맛있어요!!둘이 먹음 괜찮은 양이에요	1
22154	크칸는나ㅏㄴㄴ ㅇㅇㅌㅊㅎㅎ	0
22155	조아요 맛있어요 치킨집 중에 젤 맛나요	0
22156	늘 먹던 단골 메뉴 말고 (장조림버터밥) 새롭게 쌀국수를 더전해봤는데... 다 맛있기로 유명한 스쿨푸드가 처음으로 절 실망시켰습니다ㅠ 면은 삶아둔지 좀 된듯한게 국물을 붓고 기다려도 풀리지가 않고, 살살 저어보니 뭉치로 부서졌어요... 맛도 그럭저럭 평범했서 소스도 빨간 소스 하나만 와서 좀 아쉬웠어요. 원래 월남국수는 검은 해물소스도 같이 있지 않나요?ㅠ 무튼 그 외 다른 메뉴들은 맛있었어요. 마리김밥이 누락됐었는데 전화드리니 15분 만에 바로 배송해주셨구용.	0
22157	배달은 배달예정시간보다 20분정도 느렸지만 맛은 진짜 맛있었어요~다먹고 나니깐 배불려요~ㅋ	1
22158	쫄면 양 많고 맛있어요 김밥은 그럭저럭 먹을만해요	0
22159	콜라안줌 18,000 이라는 작은 사이즈 피자인대 맛은 괜찮음 근대 다시 시키고싶지는 않네요 피자에 피클 이 18,000이라는 가격이면	0
22160	맛있었어요~~^~^	0
22161	간만에 시켰는데 여전히 맛있는네요~ 근데 치즈김밥이 만든지 좀  된건지 밥알이 굳어서 왔어요ㅜ 배달 일찍오셨던데 어떻게 된건지..ㅜ 배달분 엄청 친절하세요!	0
22162	김치찌게는 조금 더 묵직했으면 좋겠고 삼결살은 좀더 바싹 구워줬으면 좋겠네요 브랜드 대비 럭셔리 느낌은 조금 떨어지네요	0
22163	진짜 최근에 먹었던 닭도리탕중이서 가장 맛있었어요. 앞으로 계속 시킵니다.	0
22164	가격은 비싸지만 정말 맛있어요 달력도 주시고 ㅋ	0
22165	맛나구 양드 많구 만족스	0
22166	순살보다 김치떡닭도리탕이 더 맛있네요	0
22167	잘 먹 엇 습 니 다 ㅎ ㅎ	0
22168	쫄쫄면 진짜 맛있고 김밥도 엄청 맛있어요!!!	0
22169	배달도 빠르고 양도 많고 가격도 싸고 맛있게 잘 먹었습니당	0
22170	치즈맛있내요 추천이요	1
22171	대존맛 진짜 제발 시켜드세요..	1
22172	맜있습니다 최고!!	0
22173	여전히 혼자 먹기에는 너무 많은 양이지만, 새로운 도전이었던 불보쌈이 생각보다 너무 취향에 딱 맞습니다. 냉장고에 박아 두었다가, 전자레인지나 에어프라이어로 다시 덥혀 먹기에 상대적으로 부담이 덜한 오리지널은 다음 식사로 미뤄두고, 이제는 혼자인 집이 조금 익숙해졌는지, 소주병을 따서 한모금 꼴딱 먹어 보는 모험도 살금살금 해 봅니다. 보쌈김치, 불보쌈, 고추에 쌈장찍은 마늘 두어개 같이 씹어 한입, 꼴딱 쏘주 한모금, 그리고 서비스로 주신 주먹밥 한덩어리에 아릿하고 느긋한, 행복한 밤이 됩니다.  너무 감사드립니다.	1
22174	맛있어요 고기잡내도 안나고 부드럽고 다만 젓가락이 너무 안좋네요 잔가시가 너무 많아요	1
22175	맛나요 잘먹었네요ㅋㅋ	0
22176	며칠전 점심 때 다른집 시켰다 대실망하고 줘마의 소중함을 깨달았어요. 똑같이 추가했는데 양도 맛도 줘마가 훨씬 더 많고 맛있어요 ㅠ..ㅠ 줘마만세	1
22177	배달도 빠르고 막국수도 맛있고 무엇보다 족발이 맛있네요	1
22178	맛있습니다 하지만 다음부터는 그냥 센슈라멘으로 먹어야겠어요 제 입맛엔 차돌박이가 더 맛있네요 양 적을줄 알고 두개 시켰는데 라면 먹으니까 배불러서 돈까스는 저녁에 먹었네요	0
22179	매번 야식은 스쿨푸드가 정답입니다^^	0
22180	넘맛있어요 많이시킬게요	1
22181	맛있는데 너무 너무 맵네요ㅋㅋ다음에는 보통맛으로 시켜야겠어요,	0
22182	진짜 맛있어요 ㅋㅋㅋ 담날 밥도 볶아먹었어요 매콤한거 먹고싶었는데 오리지널인데도 살짝 매콤해서좋았어유	0
22183	잘먹음 다음에는 돈가쓰먹기루~~ㅋ	1
22184	너우잘먹엇습니다 디ㅡ음에또먹을거요	0
22185	❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️	0
22186	역시나 후참잘 굿굿입니다~	0
22187	양념치킨보다 닭강정의 느낌이 좀 더 강했어요	0
22188	행사때시켜먹시는힘들지만후라이드먹기좋은집임을알게된계기가됨	0
22189	배송 빠르고 맛있어유	0
22190	항상 맛있습니다 떡볶이 너무 맛있어요^^	1
22191	할인하는 동안 문닫아있어서 어렵게 시켰는데 다식고 퍽퍽하게 옴	0
22192	맛있어요 한우불고기버거도 진짜 맛있네요	0
22193	맛있고 배달도 빨라요!	0
22194	모든게 완벽했지만 배달원이 벨누르는것도 모자라 문까지 두드리는 참사때문에 별하나 빼려다 너무 맛있어서 별5개 드립니다 사장님이 배달원에게 당부를 하셔야겠어요	1
22195	배달 빠르고 꼼꼼한 포장 감사합니다. 맛이 제가 생각했던 맛이 아니라 좀 그랬지만 ㅎㅎ 맛없는건 아니예여 ㅎㅎㅎ 밥 양을 조금 줄여야될거같아요~ 밥이 많아서 양념이 부족해가지고 좀 싱거웠어요 ㅎㅎ 생야채랑 와사비를 안먹는데 같이 들어있어서 ㅋㅋ 다 버리고 대창이랑 밥만 먹었네요 ㅋㅋ	0
22196	왜 언제나 맛있됴...? ´ㅅ`  중독.. 이것은 위험한 중독	0
22197	얼큰이라 그랬는데 매웠어요.... 그래도 맛있게 잘 먹었습니다	0
22198	다른 집들보다 덜 짜고 네가지 맛 다 맛있어요 리뷰이벤트로 받은 마약옥수수도 잘 먹었습니다 여기 지점만 맛있는줄 알았는데 전국 맛집이더라구요 추천합니다!	1
22199	이야~ 출시당시엔 질뻑하고 눅눅했었는데 평이좋게바뀐걸 확인후 다시 도전해보니 확달라졌네요! 그래 이래야 놀부지!	0
22200	다들 아시는 맛이구요..배달이라 감자튀김은 많이 식었네요ㅠㅠ	1
22201	사장님 친절하신거 같아요!	0
22202	비오는날이라 고생많습니다 잘받았습니다	0
22203	크리미양파치킨 정말 대존맛이에요..떡볶이랑 같이 드시면 환상의 콜라보..사장님 많이 버세요 또 시켜먹을게요💙	0
22204	항상 잘먹고있어요ㅎ 또뵈요	0
22205	배달 하시는 분도 친절하시고 맛있게 잘 먹었습니다! 아쉬운게 있다면 치즈볼 찍어먹는 소스가 있었으면 좋겠어요 밀가루 맛이 강해서 ㅠ	0
22206	1인혼닭  ㅠ 시장에파는 치킨보다 못하네요 너무작아서 먹을게없네요  그냥 원래먹던데로 버거가 낫네요	0
22207	항상 감사합니다 잘먹었습니다	0
22208	좀 식어서 왔지만 예상시간보다 빠르고 맛있었어요 양도 많았구요	1
22209	맛있어용 ㅎㅎ 담에도먹을게요!	0
22210	양도 많고 30분 안에 빠르게 배달해 주셨어요. 밥 먹기 싫을 때 스쿨푸드 분식 넘 맛있어요ㅠㅠ	0
22211	아 장조림 버터 느끼하고.. 다른거 먹어야지..	0
22212	마늘 족발 맛있어요	0
22213	밤식빵 작은거 나와서 너무 좋아요!!! 항상 다 못먹었는데ㅠ이번엔 다먹을수 있어요!	0
22214	돈까스 소스를 안주셨어요ㅠㅠ 음식은 역시 맛있구 양도 많네요! 배달비가 부담스러워서 별하나 뺐어요	0
22215	엄청 맛있고 좋은데 배달비땜에 자주 못시켜먹어요 ㅠㅠ 담에 기회되면 한번더 시켜먹겠습니다	0
22216	너무 맛있어요 맛있게 잘먹었습니다~~~	1
22217	넘맛있어요 많이파세요오～	0
22218	하루에 한곳에서 두번 주문한적는 처음이예요~ 우동이 다먹을때까지 식지않아요 맛없는 메뉴가 없어요 또 주문할께요 많이 파세요~~	0
22219	치킨양은 적지만 밥 고명이 맛있어요	0
22220	맛잇게잘먹엇습니다	0
22221	배달비 따로없고 맛있고 친절해요	0
22222	찜닭 맛있어요 ㅠㅠㅠ 국물에 밥도 볶아먹었어요 둘이서 햇반 4개먹은... 또먹고싶네요	0
22223	얼큰 맵싹하니 완존 맛나용!!	0
22224	맛있게 잘먹었어요^^	1
22225	사진찍을 시간도 없었어요..! 닭볶음탕이 얼마나 맛있는지  고기도 다 못 삼키규.. 꿀떡꿀떡.. 넘흐 감동적인 그맛!! 꼭 드셔보세욥~~~ 고추장맛이 끝에 묻어나는 알싸하고 달짝지근한 양념하고 터벅살도 보들보들!! 밥도 맛있오욥~~~ㅋㅋㅋ 잘 먹었습니다! 댬에 또만나욥	0
22226	다른곳보다 빵종류가 많아서 주문하기도 좋고 포장도 깔끔하게해서 보내주시니 더 좋네요~ 집을 잠깐 비운사이에 배달이 왔는데 현관에 놓고 사진까지 찍어보내주시는 센스~ 감사합니다~	0
22227	배달도 빠르고 잘 먹었습니다	0
22228	시킨 메뉴 전부 맛있게 잘 먹었습니당	0
22229	맛있엏어요ㅠㅠ최고입니당	0
22230	역시 스쿨푸드~~	0
22231	분식집에 비해 조금 비싼거 빼고는 매우 다 좋음	0
22232	크리스마스엔 나홀로 족발에 소주죠 ㅎ..ㅎㅎ  여자친구보다 재용이네만족 족발이 더 좋네요^^  족발 보쌈은 >재용이네만족< 강추합니다  리뷰서비스 주먹밥도 너무 존맛탱~~~~!!	1
22233	마늘보쌈 최고!!! 요기요 최고!!!!	1
22234	배달빠르고 너무맛있습니다!	0
22235	차돌짬뽕맛있어요~~~~~	0
22236	그냥저냥 막좋지도않고막나쁘지도 않고	0
22237	현금결제 선택시 2천원할인 속았습니다	0
22238	배달 좀 늦었지만 맛있고 양많아서 갠찮앗슴	0
22239	역시 맛나요 역시 맛나요 너무 잘 먹었습니다	0
22240	항상 맛있게 먹고 있습니다!! 오랜만에 시켜먹어서 그런가 더 맛있게 느껴졌어요!!( 근데 피자조각들이 조금 붙어있어서 몇 조각은 큰 한 조각으로 먹었어요!)	1
22241	양도 많았고 맛도 좋았어요!	0
22242	잘먹었음요ㅇㅇㅇㅇㅇ	0
22243	양도 많고 부드러워요 다음에 또 시킬게요!!	1
22244	막잇네염 히히 근데 신랑이 오이를 못먹는대 피클은 먹거든여 피클뚜껑 열자마자 오이냄시 난다고 저도 못 먹엇어여... 흑  그치만 피자가 맛잇네여ㅎㅎㅎ 싼 가격은 아니지만 맛잇으니까 인정	0
22245	맛있어요~.	1
22246	늘 맛있게 먹고 있습니다 배달이 조금 늦긴하지만..그래도 좋습니다	0
22247	잘먹겠습니다 욤뇸뇸	1
22248	무조건 갈반핫반 콘듀소떡으로 드세요	0
22249	맛있게 잘 먹었어요. 다만,, 배달요청 사항이 잘 반영되지 않아서 당황했어요. 그냥 문앞에 두고 가달라고 요청드렸는데 늦은 밤에 노크하셔서 ^^;;; 맛은 늘 좋아요	0
22250	맛있어요! 그런데 어 만두 주신다고 돼 있는데 이제 안 주시는 건가요? 그리고 2만 원 이상 현금결제 했는데 할인가 없이 계산됐는데 이제 그 할인도 없는 건가요??	0
22251	맛있게먹었어요 자주 시켜먹어요	0
